Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
勤める	1240825	つとめる	勤	Ichidan verb, transitive verb	1: to work (for)<br>2: to be employed (at)<br>3: to serve (in)<br><br>1: to serve (as)<br>2: to act (as)<br>3: to fill (the position of)<br>4: to play the role (of)<br><br>1: to conduct a religious service	
勤しむ	2087880	いそしむ	勤	Godan verb with `mu' ending	1: to endeavor<br>2: to endeavour<br>3: to work hard (at)	
嘆かわしい	1418060	なげかわしい	嘆	adjective	1: sad<br>2: wretched<br>3: deplorable	
嘆く	1418090	なげく	嘆	Godan verb with `ku' ending, intransitive verb	1: to sigh<br>2: to lament<br>3: to grieve	
難しい	1460850	むずかしい	難	adjective	1: difficult<br>2: hard<br>3: troublesome<br>4: complicated<br>5: serious (disease, problem, etc.)<br><br>1: fussy<br>2: particular<br>3: fastidious<br>4: hard to please<br>5: displeased<br><br>1: gloomy<br>2: glum<br>3: sullen<br>4: serious (look)<br><br>1: dirty<br>2: unclean<br>3: filthy<br>4: detestable<br><br>1: unpleasant<br>2: uncomfortable<br>3: creepy<br>4: spooky	
難い	1582640	かたい	難	adjective	1: difficult<br>2: hard	
垂らす	1370840	たらす	垂	Godan verb with `su' ending, transitive verb	1: to dribble<br>2: to spill<br><br>1: to suspend<br>2: to hang down<br>3: to slouch<br>4: to dangle	
垂れ	1370860	たれ	垂	noun, noun, used as a suffix	1: hanging<br>2: something hanging (i.e. a flap, lappet, etc.)<br><br>1: sauce for dipping, etc. made from soy sauce, mirin, vinegar and dashi<br><br>1: (in kendo) loin guard<br><br>1: kanji radical enclosing the top-left corner of a character<br><br>1: -ass (used after a noun or na-adjective indicating someone's nature)<br>2: -head	
垂れる	1370870	たれる	垂	Ichidan verb, intransitive verb	1: to hang<br>2: to droop<br>3: to dangle<br>4: to sag<br>5: to lower<br>6: to pull down<br><br>1: to leave behind (at death)<br>2: to give<br>3: to confer<br><br>1: to drip<br>2: to ooze<br>3: to trickle<br>4: to drop	
乗る	1355120	のる	乗	Godan verb with `ru' ending, intransitive verb	1: to get on (train, plane, bus, ship, etc.)<br>2: to get in<br>3: to board<br>4: to take<br>5: to embark<br><br>1: to get on (e.g. a footstool)<br>2: to step on<br>3: to jump on<br>4: to sit on<br>5: to mount<br><br>1: to reach<br>2: to go over<br>3: to pass<br><br>1: to follow<br>2: to stay (on track)<br>3: to go with (the times, etc.)<br><br>1: to take part<br>2: to participate<br>3: to join<br><br>1: to get into the swing (and sing, dance, etc.)<br><br>1: to be deceived<br>2: to be taken in<br><br>1: to be carried<br>2: to be spread<br>3: to be scattered<br><br>1: to stick<br>2: to attach<br>3: to take<br>4: to go on	載る・のる・1
乗せる	1600270	のせる	乗	Ichidan verb, transitive verb	1: to place on (something)<br><br>1: to give (someone) a ride<br>2: to give a lift<br>3: to pick up<br>4: to help on board<br><br>1: to load (luggage)<br>2: to carry<br>3: to take on board<br><br>1: to send out (on the airwaves, etc.)<br><br>1: to deceive<br>2: to take for a ride<br><br>1: to (sing) along with (musical accompaniment)<br><br>1: to let (someone) take part<br><br>1: to excite (someone)<br><br>1: to publish (an article)<br>2: to run (an ad)	
剰え	1580500	あまつさえ	剰	adverb	1: besides (usu. negative nuance)<br>2: moreover<br>3: in addition	
今	1288850	いま	今	adverbial noun	1: now<br>2: the present time<br>3: just now<br>4: soon<br>5: immediately<br>6: (one) more	
含む	1216880	ふくむ	含	Godan verb with `mu' ending, transitive verb	1: to contain<br>2: to comprise<br>3: to have<br>4: to hold<br>5: to include<br>6: to embrace<br><br>1: to hold in the mouth<br><br>1: to bear in mind<br>2: to understand<br>3: to harbor (grudge, etc.)<br>4: to harbour<br><br>1: to express (emotion, etc.)<br>2: to imply	口に含む
含める	1216890	ふくめる	含	Ichidan verb, transitive verb	1: to include (in a group or scope)<br><br>1: to instruct<br>2: to make one understand<br><br>1: to include (a nuance)<br>2: to put in (an implication)<br><br>1: to put in (someone's) mouth<br><br>1: to permeate with flavor	
琴	1241450	こと	琴	noun	1: koto (13-stringed Japanese zither)<br><br>1: stringed instrument<br><br>1: zheng (Chinese zither)<br>2: guzheng	
陰	1590150	かげ	陰	noun	1: shade<br>2: shadow<br><br>1: other side<br>2: back<br>3: background	
陰る	1590180	かげる	陰	Godan verb with `ru' ending, intransitive verb	1: to darken<br>2: to get dark<br>3: to be clouded<br>4: to be obscured	
予め	1542860	あらかじめ	予	adverb, noun or verb acting prenominally	1: beforehand<br>2: in advance<br>3: previously	
序	1345470	ついで	序	noun	1: opportunity<br>2: occasion	
預かる	1544970	あずかる	預	Godan verb with `ru' ending, transitive verb	1: to look after<br>2: to take care of<br>3: to keep<br>4: to hold on to<br>5: to keep in custody<br><br>1: to take charge of<br>2: to be entrusted with<br>3: to receive on deposit<br><br>1: to reserve (judgment)<br>2: to leave undecided	預ける
預ける	1544990	あずける	預	Ichidan verb, transitive verb	1: to give into custody<br>2: to leave (a child) in the care of<br>3: to entrust<br>4: to deposit<br><br>1: to lean on<br>2: to put one's weight on	預かる
野	1537250	の	野	noun, noun, used as a prefix	1: plain<br>2: field<br><br>1: hidden (structural) member<br><br>1: wild<br><br>1: lacking a political post	野ウサギ・2
兼ねる	1256520	かねる	兼	suffix, Ichidan verb, transitive verb	1: to be unable to<br>2: to find difficult (unpleasant, awkward, painful) to do<br><br>1: to serve two or more functions or roles simultaneously<br>2: to contain (or combine) two or more features<br><br>1: to work in two or more jobs simultaneously (positions, etc.)<br>2: to do alongside<br><br>1: to hesitate to do something (out of consideration for others)<br><br>1: to think of the future (as well as the present)	兼ねない
嫌い	1257240	きらい	嫌	adjectival nouns or quasi-adjectives, noun	1: dislike<br>2: hate<br><br>1: suspicion<br>2: tendency<br>3: smack (of)<br><br>1: distinction<br>2: discrimination	嫌いが在る・きらいがある
嫌う	1257250	きらう	嫌	Godan verb with `u' ending, transitive verb	1: to hate<br>2: to dislike<br>3: to loathe	
嫌	1587610	いや	嫌	adjectival nouns or quasi-adjectives, noun	1: disagreeable<br>2: detestable<br>3: unpleasant<br>4: reluctant	
鎌	1632980	かま	鎌	noun	1: sickle<br><br>1: sickle-and-chain (weapon)<br><br>1: spear with curved cross-blades<br><br>1: gooseneck tenon and mortise joint<br><br>1: noisiness<br><br>1: part of a fish around the gills	鎖鎌; 鎌槍; 鎌継
謙る	1603220	へりくだる	謙	Godan verb with `ru' ending, intransitive verb	1: to deprecate oneself and praise the listener<br>2: to abase oneself	
西	1380840	にし	西	noun	1: west	
要る	1546640	いる	要	Godan verb with `ru' ending, intransitive verb	1: to need<br>2: to want	
要	1609600	かなめ	要	noun	1: pivot<br><br>1: vital point<br>2: cornerstone<br>3: keystone<br><br>1: Japanese photinia	要黐
腰	1288340	こし	腰	noun	1: back<br>2: lower back<br>3: waist<br>4: hips<br>5: lumbar region<br><br>1: body (of hair, noodle, paper, etc.)<br>2: resilience<br>3: spring	
漂う	1489240	ただよう	漂	Godan verb with `u' ending, intransitive verb	1: to drift<br>2: to float<br><br>1: to waft (e.g. a scent)<br>2: to hang in the air<br><br>1: to be in the air (e.g. a feeling or mood)<br><br>1: to wander<br>2: to walk around aimlessly<br><br>1: to be unsteady<br>2: to be unstable<br><br>1: to falter<br>2: to flinch<br>3: to wince<br><br>1: to live in unreliable circumstances	
栗	1246880	くり	栗	noun	1: Japanese chestnut (Castanea crenata)	
覆す	1501490	くつがえす	覆	Godan verb with `su' ending, transitive verb	1: to overturn<br>2: to capsize<br>3: to upset<br><br>1: to overthrow (government etc.)<br><br>1: to reverse (decision etc.)<br>2: to disprove (an established theory etc.)<br>3: to overrule	
覆る	1501500	くつがえる	覆	Godan verb with `ru' ending, intransitive verb	1: to topple over<br>2: to be overturned<br>3: to capsize<br><br>1: to be overruled<br>2: to be reversed<br>3: to be discredited	
覆う	1588840	おおう	覆	Godan verb with `u' ending, transitive verb	1: to cover<br>2: to hide<br>3: to conceal<br>4: to wrap<br>5: to disguise	
煙	1177180	けむり	煙	noun	1: smoke<br>2: fumes	
煙い	1177190	けむい	煙	adjective	1: smoky	
煙る	1177220	けむる	煙	Godan verb with `ru' ending, intransitive verb	1: to smoke (e.g. fire)<br><br>1: to be hazy	
南	1459870	みなみ	南	noun	1: south	
問い	1535930	とい	問	noun	1: question<br>2: query	
問う	1536000	とう	問	Godan verb with `u' ending, transitive verb	1: to ask<br>2: to question<br>3: to inquire<br><br>1: to charge (i.e. with a crime)<br>2: to accuse<br><br>1: to care (about)<br><br>1: without regard to (with negative verb)	
間	1215230	あいだ	間	adverbial noun, conjunction	1: space (between)<br>2: gap<br>3: interval<br>4: distance<br><br>1: time (between)<br>2: pause<br>3: break<br><br>1: span (temporal or spatial)<br>2: stretch<br>3: period (while)<br><br>1: relationship (between, among)<br><br>1: members (within, among)<br><br>1: due to<br>2: because of	
間	1215240	ま	間	noun	1: space<br>2: room<br>3: time<br>4: pause	
開く	1202440	ひらく	開	Godan verb with `ku' ending, intransitive verb	1: to open<br>2: to undo<br>3: to unseal<br>4: to unpack<br><br>1: to bloom<br>2: to unfold<br>3: to spread out<br><br>1: to open (for business, e.g. in the morning)<br><br>1: to be wide (gap, etc.)<br>2: to widen<br><br>1: to hold (meeting, etc.)<br>2: to give<br>3: to open<br><br>1: to found (nation, dynasty, sect, etc.)<br>2: to open (a new business)<br>3: to set up<br>4: to establish<br>5: to start<br><br>1: to open (ports, borders, etc.)<br><br>1: to open (an account)<br><br>1: to open up (new land, path, etc.)<br>2: to clear<br>3: to develop<br><br>1: to open (a file, etc.)<br><br>1: to extract (root)<br>2: to reduce (equation)<br><br>1: to cut open (fish)<br><br>1: to change (kanji into hiragana)<br><br>1: to flare (e.g. skirt)<br><br>1: to slacken (into a poor posture)	拓く
開ける	1202450	あける	開	Ichidan verb, transitive verb, intransitive verb	1: to open (a door, etc.)<br>2: to unwrap (e.g. parcel, package)<br>3: to unlock<br><br>1: to open (for business, etc.)<br><br>1: to empty<br>2: to remove<br>3: to make space<br>4: to make room<br><br>1: to move out<br>2: to clear out<br><br>1: to be away from (e.g. one's house)<br>2: to leave (temporarily)<br><br>1: to dawn<br>2: to grow light<br><br>1: to end (of a period, season)<br><br>1: to begin (of the New Year)<br><br>1: to leave (one's schedule) open<br>2: to make time (for)<br><br>1: to make (a hole)<br>2: to open up (a hole)	
開ける	1202460	ひらける	開	Ichidan verb, intransitive verb	1: to become opened up<br>2: to improve<br>3: to get better<br><br>1: to develop<br>2: to progress<br>3: to become civilized (civilised)<br>4: to be up-to-date<br><br>1: to be enlightened<br>2: to be sensible	
開く	1586270	あく	開	Godan verb with `ku' ending, intransitive verb	1: to open (e.g. doors)<br><br>1: to open (e.g. business, etc.)<br><br>1: to be empty<br><br>1: to be vacant<br>2: to be available<br>3: to be free<br><br>1: to be open (e.g. neckline, etc.)<br><br>1: to have been opened (of one's eyes, mouth, etc.)<br><br>1: to come to an end<br><br>1: to open (one's eyes, mouth, etc.)<br><br>1: to have a hole<br>2: to form a gap<br>3: to have an interval (between events)	穴が開く
開き	1989500	ひらき	開	noun, suffix	1: opening<br>2: gap<br><br>1: dried and opened fish	
閉まる	1436560	しまる	閉	Godan verb with `ru' ending, intransitive verb	1: to be shut<br>2: to close<br>3: to be closed<br><br>1: to be firm (of a body, face, etc.)<br>2: to be well-knit<br><br>1: to be locked<br><br>1: to tighten<br>2: to be tightened<br><br>1: to become sober<br>2: to become tense	
閉ざす	1508540	とざす	閉	Godan verb with `su' ending, transitive verb	1: to shut<br>2: to close<br>3: to lock<br>4: to fasten<br><br>1: to plunge (in grief)	
閉じる	1508550	とじる	閉	Ichidan verb	1: to close (e.g. book, eyes, meeting, etc.)<br>2: to shut	
閉める	1508590	しめる	閉	Ichidan verb, transitive verb	1: to close<br>2: to shut	
閉てる	2652140	たてる	閉	Ichidan verb, transitive verb	1: to shut<br>2: to close	立てる・たてる・8
聞く	1591110	きく	聞	Godan verb with `ku' ending, transitive verb	1: to hear<br><br>1: to listen (e.g. to music)<br><br>1: to ask<br>2: to enquire<br>3: to query<br><br>1: to learn of<br>2: to hear about<br><br>1: to follow (advice)<br>2: to comply with<br><br>1: to smell (esp. incense)<br>2: to sample fragrance	香を聞く
聞こえる	1591150	きこえる	聞	Ichidan verb, intransitive verb	1: to be heard<br>2: to be audible<br><br>1: to be said to be<br>2: to be reputed	
潤う	1341790	うるおう	潤	Godan verb with `u' ending, intransitive verb	1: to be moist<br>2: to be damp<br>3: to get wet<br>4: to be watered<br><br>1: to profit by<br>2: to receive benefits<br>3: to receive favors (favours)<br><br>1: to become rich<br>2: to become at ease financially	
潤す	1341810	うるおす	潤	Godan verb with `su' ending, transitive verb	1: to moisten<br>2: to wet<br><br>1: to profit<br>2: to enrich<br>3: to benefit	
潤む	1341820	うるむ	潤	Godan verb with `mu' ending, intransitive verb	1: to be wet<br>2: to be moist<br><br>1: to get dim<br>2: to become blurred<br>3: to get cloudy<br>4: to get muddy<br>5: to be bleared<br><br>1: to become tear-choked	
非ず	2218020	あらず	非	expressions	1: it is not so<br><br>1: no<br>2: never mind	
悲しい	1483190	かなしい	悲	adjective	1: sad<br>2: sorrowful	
悲しむ	1483200	かなしむ	悲	Godan verb with `mu' ending, transitive verb	1: to be sad<br>2: to mourn for<br>3: to regret	
罪	1296680	つみ	罪	adjectival nouns or quasi-adjectives, noun	1: crime<br>2: fault<br>3: indiscretion<br>4: sin	
輩	1472960	ともがら	輩	noun	1: comrade<br>2: fellow	
輩	1472970	やから	輩	noun	1: party (of people)<br>2: set (of people)<br>3: clan<br>4: family<br>5: fellow	
扉	1483380	とびら	扉	noun	1: door<br>2: gate<br>3: opening<br><br>1: title page	
候ふ	2395790	そうろう	候	Yodan verb with `hu/fu' ending, intransitive verb, auxiliary verb	1: to serve (by a superior's side)<br><br>1: to be (auxiliary used in place of "aru" after "de" or "ni" when forming a copula)<br>2: to do (auxiliary used in place of "-masu" after a -masu stem)	
決める	1254180	きめる	決	Ichidan verb, transitive verb	1: to decide<br>2: to choose<br>3: to determine<br>4: to make up one's mind<br>5: to resolve<br>6: to set one's heart on<br>7: to settle<br>8: to arrange<br>9: to set<br>10: to appoint<br>11: to fix<br><br>1: to clinch (a victory)<br>2: to decide (the outcome of a match)<br><br>1: to persist in doing<br>2: to go through with<br><br>1: to always do<br>2: to have made a habit of<br><br>1: to take for granted<br>2: to assume<br><br>1: to dress up<br>2: to dress to kill<br>3: to dress to the nines<br><br>1: to carry out successfully (a move in sports, a pose in dance, etc.)<br>2: to succeed in doing<br><br>1: to immobilize with a double-arm lock (in sumo, judo, etc.)<br><br>1: to eat or drink something<br>2: to take illegal drugs	
決まる	1591420	きまる	決	Godan verb with `ru' ending, intransitive verb	1: to be decided<br>2: to be settled<br><br>1: to look good in (clothes)	
快い	1199970	こころよい	快	adjective	1: pleasant<br>2: agreeable	
偉い	1155780	えらい	偉	adjective	1: great<br>2: excellent<br>3: admirable<br>4: remarkable<br>5: distinguished<br>6: important<br>7: celebrated<br>8: famous<br>9: eminent<br><br>1: awful<br>2: terrible	
違い	1158870	ちがい	違	noun, noun, used as a suffix	1: difference<br>2: discrepancy	
違う	1158880	ちがう	違	Godan verb with `u' ending, intransitive verb	1: to differ (from)<br>2: to vary<br><br>1: to not be in the usual condition<br><br>1: to not match the correct (answer, etc.)<br><br>1: to be different from promised<br><br>1: isn't it?<br>2: wasn't it?	話が違う
違える	1158890	ちがえる	違	Ichidan verb, transitive verb	1: to change<br>2: to alter<br><br>1: to mistake<br>2: to make a mistake<br><br>1: to fail to keep (e.g. one's promise)<br><br>1: to dislocate (e.g. one's neck)	たがえる・1; たがえる・2
違える	2008780	たがえる	違	Ichidan verb, transitive verb	1: to change<br>2: to alter<br><br>1: to run counter to<br>2: to go against<br>3: to break (one's word)<br><br>1: to make a mistake (in)<br>2: to err	
