Kanji	On'yomi	Kun'yomi	Jinmeiyo	Grade	Stroke Count	Heisig	Heisig 6th	Newspaper Frequency	Meanings	Heisig Keyword
讐	シュウ	あだ, むく.いる, あ.たる		0	23	2707	2744	0	enemy, revenge	vendetta
諌	カン	いさ.め, いさ.める		0	15	2708	2745	2296	admonish, dissuade	remonstrate
謎	メイ, ベイ	なぞ		8	16	2709	994	2021	riddle, puzzle, enigma, hint, tip	riddle
諒	リョウ	あきら.か, まことに	あき, まさ, まこと	9	15	2710	2746	0	fact, reality, understand, appreciate	verify
讃	サン	ほ.める, たた.える	さぬ	9	22	2711	2747	2179	praise, title on a picture	compliment
誰	スイ	だれ, たれ, た		8	15	2712	598	1933	who, someone, somebody	who?
訊	ジン, シュン, シン	き.く, と.う, たず.ねる		9	10	2713	2748	0	request, question, investigate	query
訣	ケツ	わかれ, わかれ.る		9	11	2714	2749	0	separation, part, secret	split up
詣	ケイ, ゲイ	けい.する, まい.る, いた.る, もう.でる		8	13	2715	495	0	visit a temple, arrive, attain	visit a shrine
諦	テイ, タイ	あきら.める, つまびらか, まこと		8	16	2716	467	2457	truth, clarity, abandon, give up	give up
詮	セン	せん.ずる, かい, あき.らか	あき	8	13	2717	360	0	discussion, methods called for, selection, result	elucidate
詑	イ, タ, ダ	わ.びる, わ.び, あざむ.く		0	12	2718	0	0	deceive, delude	prevarication
誼	ギ	よしみ, よい		9	15	2719	2751	0	friendship, intimacy	familiarity
謬	ビュウ, ビョウ, ミュウ	あやま.る		0	18	2720	2752	0	mistake	fallible
詫	タ	わび, わび.しい, かこつ, わ.びる, わび.る	たく	9	13	2721	2750	2481	apologize	beg pardon
諏	シュ, ス	そう, はか.る		9	15	2722	0	1949	consult	advise
諺	ゲン	ことわざ		9	16	2723	2754	0	proverb	proverb
誹	ヒ, ハイ	そし.る		0	15	2724	2755	0	ridicule, slander	slander
謂	イ	い.う, いい, おも.う, いわゆる		9	16	2725	2756	0	reason, origin, history, oral tradition	so-called
諜	チョウ	ちょう.ずる, うかが.う, しめ.す		0	16	2726	2757	2445	spy out, reconnoiter	secret agent
註	チュウ			9	12	2727	2758	0	notes, comment, annotate	footnote
譬	ヒ	たと.える, たと.え		0	20	2728	2759	0	illustrate	parable
轟	ゴウ, コウ	とどろ.かす, とどろ.く		9	21	2729	2760	2438	roar, thunder, boom resound	rumble
輔	ホ, フ	たす.ける	すけ, たすく, ゆう	9	14	2730	2761	1898	help	reinforce
輻	フク	や		0	16	2731	2762	0	spoke (wheel)	spoke
輯	シュウ	あつ.める, やわ.らぐ		9	16	2732	2763	0	gather, collect, compile	assemble
貌	ボウ, バク	かたち, かたどる		8	14	2733	2125	0	form, appearance, countenance	countenance
豹	ヒョウ, ホウ			9	10	2734	2764	0	leopard, panther	panther
賎	セン, ゼン	いや.しい, いや.しむ, いや.しめる, しず, やす.い		0	13	2735	2765	0	despise, low-life, poverty	despicable
貼	テン, チョウ	は.る, つ.く		8	12	2736	60	2444	stick, paste, apply	affix
貰	セイ, シャ	もら.う		9	12	2737	2766	2441	get, have, obtain	get
賂	ロ	まいな.い, まいな.う		8	13	2738	313	0	bribe	graft
賑	シン	にぎ.わい, にぎ.やか, にぎ.わす, にぎ.わう		9	14	2739	2767	0	flourish, be bustling, prosperity	bustling
躓	チ	つまず.く		0	22	2740	2769	0	stumble	stumble
蹄	テイ	ひづめ		9	16	2741	2770	2469	hoof	hoof
蹴	シュク, シュウ	け.る		8	19	2742	2122	2377	kick	kick
蹟	セキ, シャク	あと		9	18	2743	2771	0	remains, traces, footprint	vestiges
跨	コ, カ	また.がる, またが.る, また.ぐ		9	13	2744	2772	0	be, sit or stand astride, extend over, straddle	straddle
跪	キ	ひざまず.く		0	13	2745	2773	0	kneel	kneel
醤	ショウ	ひしお		0	17	2746	2774	2485	a kind of miso	soy sauce
醍	ダイ, タイ, テイ			9	16	2747	2775	2303	whey, good Buddhist teaching	whey
酎	チュウ, チュ	かも.す		8	10	2748	1537	0	sake	hooch
醐	ゴ, コ			9	16	2749	2776	0	boiled butter	ghee
醒	セイ	さ.ます, さ.める		8	16	2750	1677	0	awake, be disillusioned, sober up	awakening
醇	ジュン, シュン	もっぱら, こい, あつい		9	15	2751	2777	0	pure sake', purity, affection	strong sake
麺	メン, ベン	むぎこ		8	16	2752	2040	2331	noodles, wheat flour	noodles
麹	キク	こうじ		0	15	2753	2778	1988	malt, yeast	malt
釦	コウ, ク	ぼたん		0	11	2754	2779	0	button	button
銚	チョウ, ヨウ	なべ		0	14	2755	2780	2102	sake bottle	keg
鋤	ジョ, ショ, ソ	す.く, すき, くわ		0	15	2756	2781	0	spade up, plow	plow
鍋	カ	なべ		8	17	2757	1388	1810	pot, pan, kettle	pot
鏑	テキ	かぶら, かぶらや, やじり		0	19	2758	0	0	arrowhead	arrowhead
鋸	キョ, コ	のこ, のこぎり		9	16	2759	2782	0	saw (cuts wood)	handsaw
錐	スイ	きり		9	16	2760	2783	0	auger, drill, awl, pyramid, cone	awl
鍵	ケン	かぎ		8	17	2761	418	2029	key	key
鍬	ショウ, シュウ	くわ, すき		9	17	2762	2784	0	hoe with long blade at acute angle	hoe
鋲		びょう		0	15	2763	2785	0	rivet, tack, thumbtack, (kokuji)	rivet
錫	セキ, シャク	すず, たま.う		9	16	2764	2786	2095	copper, tin	tin
錨	ビョウ, ミョウ	いかり		0	16	2765	2787	0	anchor, grapnel	anchor
釘	テイ, チョウ	くぎ		9	10	2766	2788	2496	nail, tack, peg	nail
鑓		やり		0	21	2767	2789	0	spear, javelin, (kokuji)	javelin
鋒	ホウ	きっさき, とかり, ほこさき		9	15	2768	2790	0	dagger, sword's point, festival car, float	sword's point
鎚	ツイ, タイ	つち		0	17	2769	2791	0	hammer, mallet	hammer
鉦	セイ, ショウ	かね		0	13	2770	2792	0	bell, gong, chimes	carillion
錆	ショウ, セイ	さび, くわ.しい		9	16	2771	2793	0	tarnish	rust
鍾	ショウ, シュ	あつ.める, さかずき, かね		0	17	2772	2794	2321	spindle, gather, collect	cluster
鋏	キョウ	はさみ, はさ.む, つるぎ		0	15	2773	2795	0	scissors	scissors
閃	セン	ひらめ.く, ひらめ.き, うかが.う		9	10	2774	2796	0	flash, brandish	flash
悶	モン	もだ.える, もだえ.る		0	12	2775	2797	0	be in agony, worry	agony
閤	コウ	くぐりど		9	14	2776	2798	0	small side gate	side gate
闇	アン, オン	やみ, くら.い		8	17	2777	1748	1969	get dark, gloom, disorder	pitch dark
雫	ダ	しずく		9	11	2778	2799	2219	drop, trickle, dripping, (kokuji)	trickle
霞	カ, ゲ	かすみ, かす.む		9	17	2779	2800	1603	be hazy, grow dim, blurred	haze
翰	カン	はね, ふで, やまどり, ふみ		0	16	2780	2801	0	letter, writing brush	quill
斡	アツ, カン, ワツ	めぐ.る, めぐ.らす		9	14	2781	2802	0	go around, rule, administer	auspices
鞍	アン	くら		9	15	2782	2803	2214	saddle	saddle
鞭	ベン, ヘン	むち, むちうつ		9	18	2783	2804	0	whip, rod, counter for whippings	whip
鞘	ショウ, ソウ	さや		9	16	2784	2805	0	sheath, case, margin, difference, shells (of beans)	saddle straps
鞄	ハク, ホウ, ビョウ	かばん		9	14	2785	2806	0	suitcase, bag, briefcase	briefcase
靭	ジン, ニン, サ, サイ, サツ	うつぼ, しな.やか, ゆぎ	ゆき	0	12	2786	2807	0	soft, pliable, quiver	pliable
鞠	キク, キュウ	まり	まい	9	17	2787	2808	0	ball	terminate
頓	トン, トツ	にわか.に, とん.と, つまず.く, とみ.に, ぬかずく		8	13	2788	1610	0	suddenly, immediately, in a hurry, arrange, stay in place, bow, kowtow	immediate
顛	テン	いただき, たお.れる		0	19	2789	2809	0	overturn, summit, origin	overturn
穎	エイ	ほさき, のぎ		0	16	2790	2810	0	heads of grain, cleverness	brush tip
頃	ケイ, キョウ	ころ, ごろ, しばら.く	ころも	8	11	2791	479	2015	time, about, toward	about that time
頬	キョウ	ほお, ほほ		0	15	2792	1358	2424	cheeks, jaw	cheek
頗	ハ	すこぶ.る, かたよ.る		9	14	2793	2811	0	prejudiced, exceedingly	exceedingly
頌	ショウ, ジュ, ヨウ	かたち, たた.える, ほめ.る	つぐ, のぶ	9	13	2794	2812	0	eulogy	accolade
顎	ガク	あご, あぎと		8	18	2795	1333	0	jaw, chin, gill	chin
頚	ケイ	くび		0	14	2796	2813	2470	neck, head	neck and throat
餌	ジ, ニ	え, えば, えさ, もち		8	14	2797	1588	2277	food, bait, prey, tempting profit	feed
餐	サン, ソン	の.む, くら.う		0	16	2798	2814	0	eat, drink, swallow	repast
饗	キョウ	う.ける, もてな.す	あい, あえ	9	22	2799	2815	2347	banquet	feast
蝕	ショク	むしば.む		0	14	2800	2816	0	eclipse, occultation, be defective	eclipse
飴	イ, シ	あめ, やしな.う		0	13	2801	2817	0	rice jelly, candy	sweets
餅	ヘイ, ヒョウ	もち, もちい		8	14	2802	1590	2152	mochi rice cake	mochi
駕	カ, ガ	かご, が.する, しのぐ, のる		9	15	2803	2818	0	vehicle, palanquin, litter, hitch up an animal	stretcher
騨	タン, ダン, タ, ダ, テン			0	19	2804	2819	0	dappled grey horse	piebald
馳	チ, ジ	は.せる		9	13	2805	2820	0	run, gallop, sail, drive (a wagon), win (fame), despatch	rush
騙	ヘン	かた.る, だま.す		0	19	2806	2821	0	deceive	cheat
馴	ジュン, シュン, クン	な.れる, な.らす, したが.う		9	13	2807	2822	0	get used to, experienced, tamed	tame
駁	ハク, バク	ぶち, まじ.る, まだら		0	14	2808	2823	0	refutation, contradiction	rebuttal
駈	ク	か.ける, か.る		10	15	2809	2824	0	run, gallop, advance	gallop
驢	ロ, リョ	うさぎうま		0	26	2810	2825	0	donkey	donkey
鰻	マン, バン	うなぎ		0	22	2811	2826	0	eel	eel
鯛	チョウ	たい		9	19	2812	2827	2446	sea bream, red snapper	sea bream
鰯		いわし		9	21	2813	2828	0	sardine, (kokuji)	sardine
鱒	ソン, セン, ザン	ます		9	23	2814	2829	2482	salmon trout	trout
鮭	カイ, ケイ	さけ, しゃけ, ふぐ		0	17	2815	2830	2477	salmon	salmon
鮪	キ, ユウ, イ	まぐろ, しび		0	17	2816	2831	0	tuna	tuna
鮎	デン, ネン	あゆ, なまず	あい	9	16	2817	2832	2201	freshwater trout, smelt	sweet smelt
鯵	ソウ	あじ		0	19	2818	2833	0	horse mackerel	horse mackerel
鱈	セツ	たら		0	22	2819	2834	0	codfish, (kokuji)	cod
鯖	セイ, ショウ	さば		0	19	2820	2835	0	mackerel	mackerel
鮫	コウ	さめ, みずち		0	17	2821	2836	2244	shark	shark
鰹	ケン	かつお		0	23	2822	2837	0	bonito	bonito
鰍	シュウ, シュ	かじか, いなだ, どじょう		0	20	2823	2838	0	bullhead	bullhead
鰐	ガク	わに		0	20	2824	2839	0	alligator, crocodile	alligator
鮒	ホ, フ, ブ	ふな		0	16	2825	2840	0	carp	crucian
鮨	シ, キ	すし		0	17	2826	2841	0	sushi, seasoned rice	sushi
鰭	キ, ギ	ひれ		0	21	2827	2842	0	fin	fish fin
鴎	オウ	かもめ		0	15	2828	2843	2187	seagull	seagull
鵬	ホウ	おおとり		9	19	2829	2844	1707	phoenix	roc
鸚	イン, オウ, ヨウ			0	28	2830	2845	0	parrot, parakeet	parakeet
鵡	ブ, ム			0	19	2831	2846	0	cockatoo	parrot
鵜	テイ, ダイ	う		9	18	2832	2847	2118	cormorant	cormorant
鷺	ロ	さぎ		9	24	2833	2848	2172	heron	heron
鷲	シュウ, ジュ		す, わ, わせ	9	23	2834	2849	1925	eagle	eagle
鴨	オウ	かも, あひる		9	16	2835	2850	1797	wild duck, easy mark	wild duck
鳶	エン	とび, とんび		9	14	2836	2851	0	black kite, fireman, hook	kite falcon
梟	キョウ	ふくろう		0	11	2837	2852	0	owl, expose	owl
塵	チン, ジン	ちり, ごみ		0	14	2838	2853	0	dust, trash, garbage	dust
麓	ロク	ふもと		8	19	2839	2155	2366	foot of a mountain	foot of a mountain
麒	キ			9	19	2840	2854	0	Chinese unicorn, genius, giraffe, bright, shining	giraffe
冥	メイ, ミョウ	くら.い		8	10	2841	322	2349	dark	Hades
瞑	メイ, ベン, ミョウ, ミン, メン	めい.する, つぶ.る, つむ.る, くら.い		0	15	2842	2859	2326	sleep, dark, close eyes	close the eyes
暝	メイ, ミョウ	くら.い		0	14	2843	2860	0	dark	murky
坐	ザ, サ	すわ.る, おわす, そぞろに, まします		9	7	2844	2861	2337	sit	sitting in mediation
挫	ザ, サ	くじ.く, くじ.ける		8	10	2845	1101	1869	crush, break, sprain, discourage	sprain
朔	サク	ついたち	たち	9	10	2846	2862	2318	conjunction (astronomy), first day of month, north	first day of the month
遡	ソ, サク	さかのぼ.る		8	13	2847	2111	0	go upstream, retrace the past	go upstream
曳	エイ	ひ.く	ひき, びき	9	6	2848	2863	0	pull, tug, jerk, admit, install, quote, refer to	drag
洩	エイ, セツ	も.らす, の.びる, も.れる		0	9	2849	2864	0	leak, escape	dribble out
彗	スイ, エ, ケイ, セイ	ほうき	とし	9	11	2850	2865	2294	comet	comet
慧	ケイ, エ	さとい	さと, さとし, さとる, あきら, とし	9	15	2851	2866	2168	wise	astute
嘉	カ	よみ.する, よい	ひろ, よし, よしみ, かず, よ	9	14	2852	2868	1553	applaud, praise, esteem, happy, auspicious	applaud
兇	キョウ	おそ.れる, わる.い		0	6	2853	2869	0	wickedness	evil
兜	トウ, ト	かぶと		9	11	2854	2870	2034	helmet, head piece	helmet
爽	ソウ	あき.らか, さわ.やか, たがう		8	11	2855	1608	2333	refreshing, bracing, resonant, sweet, clear	bracing
欝	ウツ, ウン	うっ.する, ふさ.ぐ, しげ.る		0	26	2856	0	0	gloom, depression, melancholy	depressed
劫	コウ, ゴウ, キョウ	おびや.かす		9	7	2857	2872	0	threat, long ages	kalpa
勃	ボツ, ホツ	おこ.る, にわかに		8	9	2858	930	0	suddenness, rise	erection
歎	タン	なげ.く, なげ.き		9	14	2859	2873	0	grief, lamentation	bemoan
輿	ヨ	かご, こし		9	17	2860	2874	0	palanquin, bier	palanquin
巽	ソン	たつみ		9	12	2861	0	2061	southeast	southeast
歪	ワイ, エ	いが.む, いびつ, ひず.む, ゆが.む		0	9	2862	2875	2348	warp, bend, strained, distort	warped
翠	スイ	かわせみ, みどり	あきら	9	14	2863	2876	2200	green, kingfisher	jade green
黛	タイ	まゆずみ		9	16	2864	2877	2254	blackened eyebrows	blue-black
鼎	テイ	かなえ		9	13	2865	2878	0	three legged kettle	tripod
鹵	ロ	しお, しおち, たて		0	11	2866	2879	0	salt	rocksalt
鹸	ケン, カン, セン	あ.く		0	19	2867	2880	0	saltiness	lye
虔	ケン	つつし.む		0	10	2868	2881	0	respect	reserved
燕	エン	つばめ, つばくら, つばくろ		9	16	2869	2882	2147	swallow (bird)	swallow
嘗	ショウ, ジョウ	かつ.て, こころ.みる, な.める		9	14	2870	2883	0	once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise	lick
殆	タイ, サイ	ほとほと, ほとん.ど, あやうい		9	9	2871	2884	0	almost, quite, really	almost
孟	モウ, ボウ, ミョウ	かしら	たけし, たけ, はる, はじめ, つとむ, おさ, はい	9	8	2872	0	2127	chief, beginning	start
牌	ハイ	ぱい, ふだ		0	12	2873	2885	2247	label, signboard, medal, mahjong tiles	mahjong tiles
骸	ガイ, カイ	むくろ		8	16	2874	1641	0	bone, body, corpse	remains
覗	シ	のぞ.く, うかが.う		0	12	2875	2886	0	peep, peek, come in sight	peek
彪	ヒョウ, ヒュウ	あや	たけし, たけ, あきら, かおる, たけき, つよし, とら	9	11	2876	0	2397	spotted, mottled, patterned, small tiger	mottled
秦	シン	はた	たい, はだ, やす	9	10	2877	2889	1894	Manchu dynasty, name given to naturalized foreigners	Manchu dynasty
雀	ジャク, ジャン, サク, シャク	すずめ	ざく	9	11	2878	2890	1856	sparrow	sparrow
隼	シュン, ジュン	はやぶさ	はや	9	10	2879	2891	2224	falcon	peregrine falcon
耀	ヨウ	かがや.く, ひかり	あかる	9	20	2880	2892	2253	shine, sparkle, gleam, twinkle	shimmering
夷	イ	えびす, えみし, ころ.す, たい.らげる	し	9	6	2881	2893	2324	barbarian, savage, Ainu	ebisu
戚	ソク, セキ	いた.む, うれ.える, みうち		8	11	2882	385	0	grieve, relatives	relatives
嚢	ノウ, ドウ	ふくろ		0	18	2883	2894	0	pouch, purse, bag	cyst
丼	トン, タン, ショウ, セイ	どんぶり		8	5	2884	1947	2088	bowl, bowl of food	domburi
暢	チョウ	のび.る	いたる, のぶ, のぶる, なが, とうる, とおる, のり, まさ, みつる, よう	9	14	2885	2895	2144	stretch	carefree
廻	カイ, エ	まわ.る, まわ.す, もとお.る, めぐ.る, めぐ.らす	ざこ, じゃく	9	9	2886	2896	0	round, game, revolve, go around, circumference	circling
畿	キ	みやこ		8	15	2887	1483	1683	capital, suburbs of capital	capital suburbs
欣	キン, ゴン, コン	よろこ.ぶ, よろこ.び	やすし, よし, し	9	8	2888	2897	2071	take pleasure in, rejoice	elation
毅	キ, ギ	つよ.い	つよし, こわし, たけし, たけ, はたす, あつし, つよ, とし, み	9	15	2889	2898	1770	strong	stalwart
斯	シ	か, こう, か.く, この, これ, ここに		9	12	2890	2899	0	this, thus, such, verbal pause	this
匙	シ	さじ		0	11	2891	2900	0	spoon	wooden spoon
匡	キョウ, オウ	すく.う	ただ, ただし, ただす, まさ, まさし, きよ, ひと, やす	9	6	2892	2901	2176	correct, save, assist	set straight
肇	チョウ, ジョウ, トウ	はじ.める, はじめ	とし, ただし, はつ	9	14	2893	2902	1943	beginning	founding
麿		まろ	ま	9	18	2894	2903	0	I, you, (kokuji)	Utamaro
叢	ソウ, ス	くさむら, むら.がる, むら		9	18	2895	2904	2436	plexus, clump of bushes, thicket	conglomerate
肴	コウ	さかな		9	8	2896	2905	0	accompaniment for drinks	entreat
斐	ヒ, イ		あや	9	12	2897	2906	2103	beautiful, patterned	symmetrically patterned
卿	ケイ, キョウ	きみ		9	12	2898	2907	2138	you, lord, secretary, state minister	magistrate
翫	ガン	もてあそ.ぶ		0	15	2899	2908	2134	take pleasure in, play instrument	fiddle with
於	オ, ヨ	おい.て, お.ける, ああ, より		9	8	2900	2909	2113	at, in, on, as for	within
套	トウ	かさ.ねる		9	10	2901	2910	0	accumulate, big and long, hackneyed	hackneyed
叛	ハン, ホン	そむ.く		0	9	2902	2911	0	disobey, defy, go back on, rebel, rebellion	rebellion
尖	セン	とが.る, さき, するど.い		9	6	2903	2912	2133	be pointed, sharp, taper, displeased, angry, edgy	sharp point
壷	コ	つぼ		0	11	2904	2913	2197	jar, pot, hinge knuckle, one's aim	crock
叡	エイ	あき.らか		9	16	2905	2914	0	intelligence, imperial	sapience
酋	シュウ, ジュ	おさ, ふるざけ, さけのつかさ		0	9	2906	2915	0	chieftain	chieftain
鴬	オウ	うぐいす		0	16	2907	2916	0	nightingale, bush warbler	nightingale
赫	カク	あかい, あか, かがや.く		0	14	2908	2917	0	suddenly, brighten, illuminate, light up	incandescent
臥	ガ	ふせ.る, ふ.せる, ふ.す		9	9	2909	2918	0	bend down, bow, lie prostrate	supinate
甥	セイ, ソウ, ショウ	おい, むこ		9	12	2910	2919	0	nephew	nephew
瓢	ヒョウ	ひさご, ふくべ		9	17	2911	2920	0	gourd	gourd
琵	ビ, ヒ			9	12	2912	2921	1965	glissando on strings, lute	biwa
琶	ハ, ベ, ワ			9	12	2913	2922	1966	lute	lute
叉	サ, シャ, サイ	また		9	3	2914	2923	0	fork in road, crotch	forked
舜	シュン		みつ	9	13	2915	0	2384	type of morning glory, rose of Sharon, althea	rose of Sharon
畠		はたけ, はた	はな	9	10	2916	2925	1860	field, farm, garden, (kokuji)	dry field
拳	ケン, ゲン	こぶし		8	10	2917	1290	1935	fist	fist
圃	ホ, フ	はたけ, にわ		9	10	2918	2926	0	garden, field	vegetable patch
丞	ジョウ, ショウ	すく.う, たす.ける	すけ	9	6	2919	2927	0	help	helping hand
亮	リョウ	あきらか	あき, すけ, まこと, あきら, よし, きょう, たすく, ふさ	9	9	2920	2928	1821	clear, help	translucent
胤	イン	たね	つぎ, つぐ, かず	9	9	2921	2929	0	descendent, issue, offspring	blood relative
